response,id,name,gender,race,height,weight,eye-color,hair-color,full_name,alter_egos,aliases,place_of_birth,first_appearance,publisher,alignment,group-affiliation,relatives,intelligence,strength,speed,durability,power,combat,occupation,base
success,476,Mr Incredible,Male,Human,6'7,350 lb,Blue,Blond,Robert Parr,No alter egos found.,The Hero's Hero,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Incredible Family,"Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",50,83,33,95,29,40,-,-
success,476,Mr Incredible,Male,Human,6'7,350 lb,Blue,Blond,Robert Parr,No alter egos found.,Bob Parr,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Incredible Family,"Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",50,83,33,95,29,40,-,-
success,476,Mr Incredible,Male,Human,201 cm,158 kg,Blue,Blond,Robert Parr,No alter egos found.,Mr. I,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Incredible Family,"Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",50,83,33,95,29,40,-,-
success,476,Mr Incredible,Male,Human,201 cm,158 kg,Blue,Blond,Robert Parr,No alter egos found.,The Hero's Hero,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Incredible Family,"Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",50,83,33,95,29,40,-,-
success,476,Mr Incredible,Male,Human,201 cm,158 kg,Blue,Blond,Robert Parr,No alter egos found.,Bob Parr,-,"The Incredibles (Movies, 2004)",Dark Horse Comics,good,Incredible Family,"Helen Parr (Elastigirl, wife), Violet Parr(Violet, daughter), Dashiell Parr (Dash, son), Jack-jack (son)",50,83,33,95,29,40,-,-
success,477,Ms Marvel II,Female,null,5'8,135 lb,Blue,Red,Sharon Ventura,She-Thing,She-Thing,"Pullman, Washington",-,She-Thing,good,"Former member of the Fantastic Four, Frightful Four, Unlimited Class Wrestling Federation, Thunderiders",-,38,63,23,84,11,56,"Wanderer, former adventurer, wrestler, stunt woman, scuba diver, motorcycle performer",-
success,477,Ms Marvel II,Female,null,173 cm,61 kg,Blue,Red,Sharon Ventura,She-Thing,She-Thing,"Pullman, Washington",-,She-Thing,good,"Former member of the Fantastic Four, Frightful Four, Unlimited Class Wrestling Federation, Thunderiders",-,38,63,23,84,11,56,"Wanderer, former adventurer, wrestler, stunt woman, scuba diver, motorcycle performer",-
success,478,Multiple Man,Male,null,5'11',155 lb,Blue,Brown,James Arthur,No alter egos found.,-,"Los Alamos, New Mexico",GIANT-SIZE FANTASTIC FOUR #4,Marvel Comics,good,"X-Factor Investigations (formerly) X-Factor, Fallen Angels, X-Corps, X-Corporation","Dr. Daniel Madrox (father, deceased), Joan Madrox (mother, deceased)",63,11,23,70,28,62,"Private investigator (formerly) Farmer, Adventurer",New York City
success,478,Multiple Man,Male,null,180 cm,70 kg,Blue,Brown,James Arthur,No alter egos found.,-,"Los Alamos, New Mexico",GIANT-SIZE FANTASTIC FOUR #4,Marvel Comics,good,"X-Factor Investigations (formerly) X-Factor, Fallen Angels, X-Corps, X-Corporation","Dr. Daniel Madrox (father, deceased), Joan Madrox (mother, deceased)",63,11,23,70,28,62,"Private investigator (formerly) Farmer, Adventurer",New York City
success,479,Mysterio,Male,Human,5'11,175 lb,Brown,No Hair,Quentin Beck,No alter egos found.,Nicholas Macabes,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,479,Mysterio,Male,Human,5'11,175 lb,Brown,No Hair,Quentin Beck,No alter egos found.,Rudolph Hines,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,479,Mysterio,Male,Human,5'11,175 lb,Brown,No Hair,Quentin Beck,No alter egos found.,Gerdes,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,479,Mysterio,Male,Human,5'11,175 lb,Brown,No Hair,Quentin Beck,No alter egos found.,Doctor Ludwig Rinehart,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,479,Mysterio,Male,Human,180 cm,79 kg,Brown,No Hair,Quentin Beck,No alter egos found.,Nicholas Macabes,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,479,Mysterio,Male,Human,180 cm,79 kg,Brown,No Hair,Quentin Beck,No alter egos found.,Rudolph Hines,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,479,Mysterio,Male,Human,180 cm,79 kg,Brown,No Hair,Quentin Beck,No alter egos found.,Gerdes,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,479,Mysterio,Male,Human,180 cm,79 kg,Brown,No Hair,Quentin Beck,No alter egos found.,Doctor Ludwig Rinehart,"New York, New York",Amazing Spider-Man #13 (1964),Marvel Comics,bad,None; Former Sinister Six,"Henrietta Beck (mother), Elmore Beck (father), Vincent (uncle), Maguire Beck (Jack O'Lantern) (cousin)",81,10,17,40,82,70,Criminal; former Hollywood special effects designer and stunt man,"New York City, New York State (Earth-1610) formerly New York City, New York (Earth-616)"
success,480,Mystique,Female,Mutant,5'10,120 lb,Yellow (without irises),Red / Orange,Raven Darkholme,No alter egos found.,Mallory Brickman,-,"(as Raven Darkholme) MS. MARVEL #16, (as Mystique) MS. MARVEL #18",Marvel Comics,bad,"Founder and leader of the third Brotherhood of Evil Mutants, now known as Freedom Force; X-Factor, X-Men","Rogue (unofficial foster daughter), Ralph Brickman (husband), Gloria Brickman (daughter), Graydon Creed (son, deceased)",75,12,23,64,64,74,"Special operative for Germany and the United States governments, (former) German Freedom Fighter, special operative in the Weapon X Project Team","Arlington, Virginia"
success,480,Mystique,Female,Mutant,178 cm,54 kg,Yellow (without irises),Red / Orange,Raven Darkholme,No alter egos found.,Mallory Brickman,-,"(as Raven Darkholme) MS. MARVEL #16, (as Mystique) MS. MARVEL #18",Marvel Comics,bad,"Founder and leader of the third Brotherhood of Evil Mutants, now known as Freedom Force; X-Factor, X-Men","Rogue (unofficial foster daughter), Ralph Brickman (husband), Gloria Brickman (daughter), Graydon Creed (son, deceased)",75,12,23,64,64,74,"Special operative for Germany and the United States governments, (former) German Freedom Fighter, special operative in the Weapon X Project Team","Arlington, Virginia"
success,481,Namor,Male,Atlantean,6'2,278 lb,Grey,Black,Namor McKenzie,No alter egos found.,Imperius Rex,Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",Marvel Comics,good,"Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",69,95,58,70,73,85,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile"
success,481,Namor,Male,Atlantean,6'2,278 lb,Grey,Black,Namor McKenzie,No alter egos found.,Dr. G.W. Falton,Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",Marvel Comics,good,"Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",69,95,58,70,73,85,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile"
success,481,Namor,Male,Atlantean,6'2,278 lb,Grey,Black,Namor McKenzie,No alter egos found.,Sub-Mariner,Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",Marvel Comics,good,"Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",69,95,58,70,73,85,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile"
success,481,Namor,Male,Atlantean,6'2,278 lb,Grey,Black,Namor McKenzie,No alter egos found.,"""Subby""",Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",Marvel Comics,good,"Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",69,95,58,70,73,85,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile"
success,481,Namor,Male,Atlantean,6'2,278 lb,Grey,Black,Namor McKenzie,No alter egos found.,Namor the First,Atlantis,"Motion Picture Funnies Weekly #1 (April, 1939)",Marvel Comics,good,"Cabal (founder), Invaders, Atlantis; formerly Illuminati, X-Men, Extinction Team, Phoenix Five, Defenders, Osborn's X-Men, Osborn's Cabal, Avengers, All-Winners Squad, Titans Three, Fantastic Four, Oracle Inc., Order, Deep Six (founder and leader); ally o","Elanna (maternal ancestor), Tanas (maternal ancestor), Zartra (maternal ancestor), Orrek (maternal distant relative), Stegor (maternal ancestor), Kamuu (maternal ancestor), Harran (maternal ancestor), Kalen (maternal ancestor), Ossem (maternal ancestor), Balaal (maternal ancestor), Thallo (maternal ancestor), Immanu (maternal great-grandfather-in-law, deceased), Thakorr (maternal grandfather, deceased), Korra (maternal grandmother), Wa-Korr (grandfather-in-law, presumed deceased), Wathan (father-in-law, presumed deceased), Tom Smallwood (father-in-law), Gladys Smallwood (mother-in-law), Zarina (maternal aunt), Namora's father (uncle), Daka (maternal uncle), Brynn (aunt-by-marriage/step-grandmother), Fen (mother, deceased), Leonard McKenzie (father, deceased), Experiment N2 (clone), Lawrence McKenzie (paternal half-brother), Dorma (wife / distant cousin, deceased), Marrina (wife), three unnamed children (by Marrina), Kamar (son, deceased), Black Moray (Leon McKenzie) (paternal half-nephew), Llyron McKenzie (paternal great-nephew), Dan Smallwood (brother-in-law), Namora (maternal cousin), Beemer (maternal cousin), Bobo (maternal cousin), Byrrahna (maternal cousin), Namita (maternal cousin), Daro (maternal cousin), Dara (maternal cousin), Seth (maternal cousin), Argus (maternal cousin), Arkus (maternal cousin), Byrrah (maternal cousin), Namorita (maternal 1st cousin once removed).",69,95,58,70,73,85,"King of Atlantis, Adventurer; former warrior, commando, CEO","Ultimate Universe; formerly New Atlantis, Utopia, San Francisco Bay, California; Atlantis; Necropolis, Wakanda; occasionally mobile"
